company,sector,priority,country_focus,target_roles,why_monitor,search_query_pt,search_query_en,ats_hint
Stripe Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Stripe Brasil carreiras vagas dados engenharia de dados analytics,Stripe Brasil careers data engineer analytics Brazil,auto-detect
TCS Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",TCS Brasil carreiras vagas dados engenharia de dados analytics,TCS Brasil careers data engineer analytics Brazil,auto-detect
Visa Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Visa Brasil carreiras vagas dados engenharia de dados analytics,Visa Brasil careers data engineer analytics Brazil,auto-detect
Wipro Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Wipro Brasil carreiras vagas dados engenharia de dados analytics,Wipro Brasil careers data engineer analytics Brazil,auto-detect
Allos,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Allos carreiras vagas dados engenharia de dados analytics,Allos careers data engineer analytics Brazil,auto-detect
Alude,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Alude carreiras vagas dados engenharia de dados analytics,Alude careers data engineer analytics Brazil,auto-detect
Ambipar,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Ambipar carreiras vagas dados engenharia de dados analytics,Ambipar careers data engineer analytics Brazil,auto-detect
Apsa,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Apsa carreiras vagas dados engenharia de dados analytics,Apsa careers data engineer analytics Brazil,auto-detect
Apê11,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Apê11 carreiras vagas dados engenharia de dados analytics,Apê11 careers data engineer analytics Brazil,auto-detect
Bio Ritmo,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Bio Ritmo carreiras vagas dados engenharia de dados analytics,Bio Ritmo careers data engineer analytics Brazil,auto-detect
Bluefit,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Bluefit carreiras vagas dados engenharia de dados analytics,Bluefit careers data engineer analytics Brazil,auto-detect
BR Malls,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",BR Malls carreiras vagas dados engenharia de dados analytics,BR Malls careers data engineer analytics Brazil,auto-detect
Construtor de Vendas,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Construtor de Vendas carreiras vagas dados engenharia de dados analytics,Construtor de Vendas careers data engineer analytics Brazil,auto-detect
Creditas Imóveis,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Creditas Imóveis carreiras vagas dados engenharia de dados analytics,Creditas Imóveis careers data engineer analytics Brazil,auto-detect
CredPago,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",CredPago carreiras vagas dados engenharia de dados analytics,CredPago careers data engineer analytics Brazil,auto-detect
Cyrela,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Cyrela carreiras vagas dados engenharia de dados analytics,Cyrela careers data engineer analytics Brazil,auto-detect
Direcional Engenharia,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Direcional Engenharia carreiras vagas dados engenharia de dados analytics,Direcional Engenharia careers data engineer analytics Brazil,auto-detect
EmCasa,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",EmCasa carreiras vagas dados engenharia de dados analytics,EmCasa careers data engineer analytics Brazil,auto-detect
Even,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Even carreiras vagas dados engenharia de dados analytics,Even careers data engineer analytics Brazil,auto-detect
EZTEC,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",EZTEC carreiras vagas dados engenharia de dados analytics,EZTEC careers data engineer analytics Brazil,auto-detect
Grupo GPS,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Grupo GPS carreiras vagas dados engenharia de dados analytics,Grupo GPS careers data engineer analytics Brazil,auto-detect
Housi,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Housi carreiras vagas dados engenharia de dados analytics,Housi careers data engineer analytics Brazil,auto-detect
Iguatemi,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Iguatemi carreiras vagas dados engenharia de dados analytics,Iguatemi careers data engineer analytics Brazil,auto-detect
JHSF,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",JHSF carreiras vagas dados engenharia de dados analytics,JHSF careers data engineer analytics Brazil,auto-detect
Kzas,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Kzas carreiras vagas dados engenharia de dados analytics,Kzas careers data engineer analytics Brazil,auto-detect
Lello,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Lello carreiras vagas dados engenharia de dados analytics,Lello careers data engineer analytics Brazil,auto-detect
Loft,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Loft carreiras vagas dados engenharia de dados analytics,Loft careers data engineer analytics Brazil,auto-detect
Loft Cred,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Loft Cred carreiras vagas dados engenharia de dados analytics,Loft Cred careers data engineer analytics Brazil,auto-detect
Morar.com.vc,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Morar.com.vc carreiras vagas dados engenharia de dados analytics,Morar.com.vc careers data engineer analytics Brazil,auto-detect
Moura Dubeux,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Moura Dubeux carreiras vagas dados engenharia de dados analytics,Moura Dubeux careers data engineer analytics Brazil,auto-detect
MRV,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",MRV carreiras vagas dados engenharia de dados analytics,MRV careers data engineer analytics Brazil,auto-detect
Multiplan,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Multiplan carreiras vagas dados engenharia de dados analytics,Multiplan careers data engineer analytics Brazil,auto-detect
Netspaces,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Netspaces carreiras vagas dados engenharia de dados analytics,Netspaces careers data engineer analytics Brazil,auto-detect
Orizon,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Orizon carreiras vagas dados engenharia de dados analytics,Orizon careers data engineer analytics Brazil,auto-detect
QuintoAndar,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",QuintoAndar carreiras vagas dados engenharia de dados analytics,QuintoAndar careers data engineer analytics Brazil,auto-detect
SmartFit,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",SmartFit carreiras vagas dados engenharia de dados analytics,SmartFit careers data engineer analytics Brazil,auto-detect
Tenda,"Proptech, construção, real estate e serviços urbanos",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Tenda carreiras vagas dados engenharia de dados analytics,Tenda careers data engineer analytics Brazil,auto-detect
